id,Weekly_Sales
1,1473718.5
2,1425116.6
3,1433519.2
4,1365167.6
5,1656738.5
6,1757799.6
7,1612071.4
8,1544623.1
9,727432.9
10,673706.3
11,665236.25
12,659205.25
13,2183056.8
14,2138862.2
15,2175711.8
16,2177997.5
17,608568.8
18,557174.94
19,555559.56
20,556345.0
21,1435120.5
22,1372534.0
23,1382885.8
24,1363810.6
25,809967.5
26,775870.9
27,791111.56
28,879424.44
29,1412258.1
30,1335155.2
31,1361801.0
32,1335413.0
33,1155598.0
34,1114955.6
35,1107401.5
36,1086934.2
37,1675533.1
38,1679979.1
39,1646272.4
40,1677231.9
41,1369648.4
42,1289149.8
43,1322169.1
44,1302233.4
45,1455792.5
46,1470380.9
47,1434483.9
48,1491019.5
49,1938895.2
50,1748558.4
51,1880876.6
52,1962102.1
53,1903849.9
54,1835492.8
55,1840262.5
56,1883645.2
57,613373.2
58,607098.3
59,577088.56
60,675565.6
61,539957.9
62,527559.8
63,486708.62
64,549661.94
65,951764.3
66,911130.44
67,912085.2
68,938025.6
69,1021800.3
70,1003580.56
71,1002515.06
72,1111268.9
73,1377063.8
74,1361613.5
75,1330710.5
76,1413303.2
77,2125198.5
78,2052328.5
79,1980228.8
80,1976195.0
81,681417.1
82,687722.3
83,660626.94
84,640874.8
85,979499.75
86,940626.75
87,935643.8
88,1010787.75
89,1389565.9
90,1357338.5
91,1347682.1
92,1479641.2
93,1283652.9
94,1246182.2
95,1220298.9
96,1288000.4
97,727337.8
98,684807.25
99,709598.8
100,751161.2
101,1029945.9
102,1023453.7
103,956042.56
104,1055343.2
105,1683454.4
106,1696522.9
107,1678690.6
108,1733676.5
109,1370272.4
110,1289849.5
111,1226655.4
112,1253264.2
113,533747.6
114,527281.44
115,478454.6
116,577348.94
117,453640.03
118,411842.9
119,434101.47
120,425064.25
121,1308308.9
122,928214.44
123,1303510.6
124,1342658.4
125,1120050.4
126,1101381.0
127,1101558.9
128,1253788.9
129,321476.38
130,332225.56
131,296335.97
132,346720.0
133,783705.25
134,804769.0
135,861616.94
136,868816.0
137,793293.3
138,721467.94
139,800194.56
140,793776.5
141,386559.78
142,351282.53
143,338230.22
144,325879.2
145,548763.9
146,511480.5
147,512086.4
148,504535.06
149,723392.0
150,717902.56
151,697880.75
152,690007.6
153,1344761.6
154,532912.06
155,531287.75
156,1276920.5
157,1010514.0
158,839729.56
159,932841.8
160,1061514.8
161,1159017.4
162,953850.7
163,787972.3
164,1239723.0
165,566491.2
166,567100.06
167,538183.7
168,577006.94
169,640870.6
170,631383.3
171,613130.4
172,653995.3
173,319536.6
174,319191.06
175,313144.06
176,375171.88
177,735053.7
178,714512.8
179,740231.1
180,787303.06
