id,Weekly_Sales
1,1239231.3592307693
2,1294977.9369230769
3,1406797.3546153845
4,994479.9553846153
5,1282135.143076923
6,1386667.1400000001
7,1294816.1692307692
8,783495.1561538461
9,1344560.856153846
10,1317202.22
11,924071.2992307693
12,955873.3723076923
13,1175307.203076923
14,1163206.3523076922
15,1315968.6330769232
16,1089985.406153846
17,1196498.4246153845
18,1032756.6284615385
19,1054074.8299999998
20,991866.3676923077
21,1248360.8653846155
22,850538.5553846154
23,999936.8023076922
24,1023324.4684615384
25,1139485.7476923077
26,996716.9307692309
27,1296342.5061538464
28,1007252.643846154
29,968458.136923077
30,1240266.8707692306
31,1046039.3092307693
32,834648.0592307692
33,1131817.2992307693
34,1148098.0038461538
35,943115.7076923078
36,1161065.983076923
37,1246140.23
38,1406184.1446153845
39,1232904.6346153847
40,1354274.8461538462
41,1227032.1738461538
42,1244751.0961538462
43,1350545.2530769233
44,906410.6753846154
45,1651257.5553846157
46,1563074.7246153848
47,1425895.9761538464
48,820696.7115384615
49,1191810.5007692308
50,1252491.216923077
51,1280681.086923077
52,813675.8215384615
53,1066899.1315384614
54,1225829.976923077
55,1412180.2553846154
56,947179.943076923
57,1150047.6500000001
58,945454.972307692
59,1195680.3230769231
60,1117133.413076923
61,1045318.4115384615
62,1072287.9592307692
63,793152.2876923077
64,961806.8392307692
65,1003505.5723076924
66,1128921.5815384614
67,977008.0900000001
68,678321.183076923
69,895336.5915384615
70,1208946.7715384616
71,1160732.430769231
72,565059.4515384615
73,928143.5699999998
74,1129222.453076923
75,1110398.1615384615
76,958002.5315384615
77,913988.5715384615
78,1187400.4069230768
79,1176045.0753846155
80,904810.1261538462
81,1402359.8507692309
82,1440299.6515384614
83,1180370.7315384613
84,907699.1115384616
85,1187156.3246153847
86,1214939.1446153845
87,1233196.3453846155
88,719772.8292307692
89,1252285.5523076924
90,1091059.2092307692
91,1203158.853076923
92,788979.6915384616
93,1100071.9730769233
94,1004372.6199999999
95,1185643.3307692308
96,679946.9661538462
97,1060292.1038461537
98,1132318.5892307693
99,1091082.9153846153
100,816086.8423076924
101,1160987.3453846155
102,1010514.6353846153
103,1052054.1823076922
104,751197.16
105,955412.133076923
106,1041838.3215384615
107,1020221.84
108,747728.4238461538
109,1053530.8592307693
110,961963.2023076924
111,1001528.2253846154
112,805148.3630769232
113,1012331.1015384617
114,983410.206153846
115,1146761.403076923
116,874456.2699999998
117,1004651.4238461538
118,1046067.4176923075
119,784585.6707692307
120,962107.2015384617
121,838001.1338461537
122,866177.4584615385
123,953045.7107692307
124,639256.1399999999
125,738266.1015384615
126,963392.349230769
127,928176.1407692307
128,587382.0038461538
129,535150.2876923077
130,703306.9446153847
131,731308.6323076923
132,655453.643076923
133,854119.9853846153
134,784149.0984615384
135,676308.3761538462
136,609692.0484615385
137,868461.9046153844
138,733181.9215384615
139,775479.7076923077
140,552467.9761538461
141,765537.4284615385
142,746973.4976923076
143,556052.2546153846
144,669754.383076923
145,777063.686153846
146,781905.2138461538
147,620042.6184615385
148,676717.4830769232
149,853211.1869230769
150,806017.1530769231
151,786386.133846154
152,742027.7446153847
153,958951.9276923076
154,989843.0246153846
155,867607.8353846153
156,747391.2592307694
157,988219.2061538462
158,948324.6323076922
159,889873.0030769232
160,564371.4761538461
161,851900.4023076923
162,835479.2569230769
163,877903.4238461538
164,596194.7669230769
165,575917.6892307692
166,647405.8200000001
167,726565.9638461538
168,951694.2623076922
169,728884.4823076923
170,700102.7330769231
171,704688.0107692308
172,817998.003076923
173,731198.7353846154
174,753539.0107692308
175,722582.0699999998
176,781416.063846154
177,593601.8353846152
178,642447.3
179,545169.5915384615
180,558370.5546153847
