id,Weekly_Sales
1,850076.9400628805
2,812099.7044050694
3,749586.9829589128
4,730754.3552012444
5,845519.0716878176
6,886272.5766853094
7,810051.8176463842
8,810341.2678653002
9,763538.8957378864
10,746066.3478722572
11,772705.1206825972
12,710970.9193065166
13,984939.1591707468
14,966384.3362338543
15,976029.3750896454
16,921431.6976628304
17,811144.576489687
18,821928.9917273521
19,778390.4974589348
20,758611.2820304632
21,948139.796502471
22,895103.6644694805
23,829285.1661404371
24,839267.6294076443
25,782507.1315585375
26,745067.7007116079
27,805499.9365730286
28,760520.1623853445
29,852769.9256161451
30,853215.2532701492
31,834481.3542314768
32,803691.9284800291
33,836283.8595420122
34,829541.2279812098
35,824140.5155400038
36,781622.6175607443
37,1006952.8196400404
38,1049039.1659810543
39,986734.5238445997
40,1002618.6141381264
41,865217.7473959923
42,918616.6847333908
43,789046.9260376692
44,799537.3178811073
45,776394.7520805597
46,858051.4144978523
47,830088.0722538233
48,961666.2176865339
49,981567.2890708447
50,975234.4052416086
51,931146.7078193426
52,998002.1296446323
53,870968.0392860174
54,864492.2294995785
55,824910.5700207949
56,829571.4019173384
57,854204.9262509346
58,883375.4264657497
59,833560.6300116777
60,856018.9516772032
61,884609.1572862864
62,877358.9928432703
63,839367.8274642229
64,831571.2094345093
65,897276.5563431978
66,889077.1275119781
67,847351.2762215137
68,897777.5528758764
69,874787.599703908
70,838409.1647150517
71,800365.6679356098
72,809912.8724808693
73,928797.0471532345
74,925374.6517295837
75,869610.0500671864
76,869785.0194089413
77,891882.9692499638
78,951471.0013400316
79,884380.7844890356
80,909602.7816150188
81,873080.3875502348
82,826566.7542854548
83,834335.460627079
84,821471.0652760267
85,894109.7514396906
86,866713.783667326
87,859464.6334652901
88,858435.5703636408
89,1038182.3848038912
90,1032582.5212653875
91,976771.5625998974
92,980397.3787474632
93,922156.1797031164
94,891512.6918182373
95,894688.9707224369
96,920068.9052215815
97,874108.659681201
98,881684.4207582474
99,871604.4202810526
100,830317.1531379223
101,888995.4227173328
102,930603.3018302917
103,865981.3154830933
104,837159.5658122301
105,1071007.9866583347
106,938697.2733215094
107,876878.7759517431
108,901135.8353662491
109,787098.665183425
110,880899.8347011805
111,857504.4662727118
112,839487.9810740948
113,798066.2763266563
114,761568.2013047934
115,777102.349311471
116,764731.2815448046
117,741238.2231653929
118,776419.7065877914
119,740369.2027806044
120,708424.4421409369
121,848701.713840723
122,933015.0148521662
123,867937.2142752409
124,908331.7543433905
125,847687.7958499193
126,834678.8764944077
127,800305.2227725983
128,837799.5968663692
129,844730.7277239561
130,927882.2212283611
131,926901.2380894423
132,893976.9834752083
133,694604.0589088202
134,740033.9297132492
135,668682.6253041029
136,631087.4431234598
137,838324.5203769207
138,830856.2170000076
139,786478.9946075678
140,790173.7097789049
141,739770.3777453899
142,733997.203309536
143,721704.0868234634
144,708151.5423028469
145,745761.1782591343
146,750013.3310768604
147,732318.5062351227
148,719402.9083724022
149,667195.9883605242
150,795734.3997687101
151,790883.7614029646
152,751173.1660789251
153,875616.8021247387
154,938494.8065681458
155,890301.1954455376
156,809155.3924388885
157,1016074.1182441711
158,1045532.9000338316
159,981974.222442627
160,976117.9770718813
161,906247.9205912352
162,987826.82292974
163,920483.4044295549
164,850207.4536553621
165,863913.3361833096
166,933766.2637724876
167,925433.391499877
168,894097.1168187857
169,653280.2323532104
170,624145.392043829
171,623177.230129242
172,598497.1849853992
173,844460.6231034994
174,847489.326590538
175,840308.7611522675
176,836440.8724865913
177,812193.3773686886
178,811149.716888547
179,772244.2783074379
180,762795.3296625614
