id,Weekly_Sales
1,1508099.4309734954
2,1259963.4459798378
3,1360337.3032273399
4,1382912.2647491342
5,1404528.9020528295
6,1278122.9448499272
7,1324040.085635431
8,1640951.2570431153
9,1293805.5490228168
10,1283438.471896321
11,942836.3211550486
12,1122476.0533015442
13,1176049.7736083276
14,1074352.3107249523
15,1424073.1265321395
16,1644865.4379787634
17,1142375.482003075
18,1069412.1246820309
19,940802.9603508477
20,1105410.615940241
21,1137867.3380545317
22,1003317.2052240241
23,966467.597276443
24,1771060.6052009426
25,990070.3702728688
26,1002750.3813797322
27,1232321.0626398325
28,1623541.5988604377
29,993781.8066552009
30,1087155.5635045436
31,894049.3179250167
32,1040050.2333581157
33,1156438.2696715186
34,1046474.7429645925
35,825032.2707707477
36,1015264.0780522239
37,1589409.0017139793
38,1231087.3107029686
39,1122343.3465859191
40,1701468.0232921052
41,1263846.3754972976
42,1131148.126493554
43,1422891.1651774342
44,1628651.8763919177
45,1682944.2719721019
46,1406728.278106476
47,1445647.3474062642
48,1650557.2178334147
49,1405637.8884481536
50,1160797.2886013552
51,1566371.2199680533
52,1587489.984937565
53,1065459.4273022907
54,1252269.8848357056
55,1200941.6793576148
56,1594378.7342816398
57,1167777.9623866514
58,1147570.7132945335
59,1182311.465160153
60,964211.8922098185
61,900556.6862595126
62,1104835.8375107874
63,1531476.4741375956
64,1592858.153355213
65,900280.8502134201
66,1122066.9870390396
67,1005582.138588898
68,1614319.4753115692
69,906775.6599522517
70,1059778.2146652334
71,1331577.5217617461
72,1594066.2952943824
73,1005323.060734864
74,1061673.1802902461
75,1287556.932385396
76,1644040.3078836568
77,1229385.2410249766
78,1147413.8158535953
79,1140713.6290361558
80,1322953.6633120566
81,1211383.5109481637
82,1284959.5926843227
83,1308442.011524962
84,1574688.5962183615
85,1198962.4057619555
86,1198908.4097865445
87,1182843.5616100375
88,1641775.4609888939
89,1129998.2430962187
90,1169635.1580478926
91,1232766.0011548332
92,1641519.2877815824
93,1015997.1431302156
94,1039650.182070987
95,1143186.8749987665
96,1642137.630181607
97,1074740.8448893242
98,1152057.6722009894
99,1089216.7190087128
100,1643189.5360699045
101,1163649.3775259322
102,1130642.0703675111
103,1200189.7834995983
104,1557264.6932574282
105,1075615.5190079026
106,1034267.640129746
107,1061754.466287748
108,1609066.9363026377
109,1311183.3606336517
110,942256.682181797
111,877983.4853476583
112,1651832.0336765558
113,978263.8142794654
114,880397.8048004264
115,1043238.8604687765
116,818577.4846441034
117,916680.503114683
118,904581.4398771442
119,843827.0450575425
120,1001878.9163339452
121,847026.1954038186
122,891921.0406252245
123,955019.0825225331
124,1461869.3206397265
125,728696.0925846163
126,892573.5019471926
127,823171.1660744075
128,1634737.3592709936
129,558562.425573423
130,688192.31396323
131,877445.4367142167
132,762550.6738459084
133,834968.09017112
134,746811.968688584
135,687475.1045993996
136,1646748.7428797653
137,875809.2736179075
138,746601.7150010404
139,657426.0992570946
140,1435933.4007508615
141,731534.2467367263
142,732768.0930616567
143,587915.5681038622
144,774363.7911551144
145,774360.4722795506
146,825152.7057286543
147,673021.7613631581
148,816465.9696072376
149,706185.2985035492
150,805511.6619069487
151,828748.0415374737
152,798624.7761877676
153,1099850.7324227358
154,1106242.9277318288
155,1144928.868763382
156,1644135.452391215
157,1020145.6367794845
158,1112287.8476051202
159,942340.1581803991
160,1486739.6173267413
161,941527.2485157057
162,859854.6075612385
163,919608.6487438205
164,1545968.5243957122
165,613812.0899320339
166,591748.5827644025
167,845210.5535717192
168,1089794.7711588047
169,729359.9722006437
170,739336.8659558614
171,718308.4081276895
172,762223.3238377433
173,680492.2843652819
174,735480.2049199152
175,661176.7348766107
176,829590.5938867176
177,607868.7071632477
178,591841.0307977238
179,529316.7937545811
180,1401753.9396946267
